project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ01903,Sikkim Mining Infra Development Phase-15,Mining,Ministry of Mines,BSNL,GMR Infrastructure,Sikkim,183.37,420.13,129.12,True,2021-10-03,72,92,2027-09-02,2029-04-24,20,True,55.6,100.0,439.49,100.0,10,6,Utility shifting delay; Funding constraints,Delayed,100.0,High
PRJ01904,Sikkim Fertilizers Infra Development Phase-16,Fertilizers,Ministry of Chemicals & Fertilizers,Coal India Ltd,Afcons Infrastructure,Sikkim,567.06,2139.38,277.28,True,2021-04-19,36,47,2024-04-03,2025-02-27,11,True,87.7,41.6,890.54,100.0,10,9,Monsoon/weather delays; Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01905,Sikkim Postal Infrastructure Infra Development Phase-17,Postal Infrastructure,Ministry of Communications,Coal India Ltd,Larsen & Toubro Infra,Sikkim,599.09,1904.57,217.91,True,2021-04-25,84,100,2028-03-19,2029-07-12,16,True,53.5,25.4,484.43,80.9,4,2,Shortage of skilled manpower; Court cases/litigation,Delayed,100.0,High
PRJ01906,Sikkim Ports & Shipping Infra Development Phase-18,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",Coal India Ltd,Shapoorji Pallonji Infra,Sikkim,886.58,2478.3,179.53,True,2021-01-21,24,64,2023-01-11,2026-04-25,40,True,71.9,74.9,1855.93,100.0,4,3,Land acquisition delay,Delayed,100.0,High
PRJ01907,Sikkim Irrigation Infra Development Phase-19,Irrigation,Ministry of Jal Shakti,NHPC,KNR Constructions,Sikkim,837.95,1836.91,119.21,True,2022-04-26,84,126,2029-03-20,2032-08-31,42,True,28.8,19.6,359.74,42.9,6,2,Forest/environment clearance delay,Delayed,100.0,High
PRJ01908,Sikkim Irrigation Infra Development Phase-20,Irrigation,Ministry of Jal Shakti,AAI,Gammon India,Sikkim,2039.65,1045.72,0.0,False,2018-07-25,72,77,2024-06-23,2024-11-20,5,True,77.6,85.3,891.85,43.7,8,6,Contractual issues; Poor contractor mobilization,Delayed,13.7,Low
PRJ01909,Delhi Postal Infrastructure Infra Development Phase-1,Postal Infrastructure,Ministry of Communications,State PWD,Shapoorji Pallonji Infra,Delhi,2802.52,1181.14,0.0,False,2019-09-21,48,48,2023-08-31,2023-08-31,0,False,100.0,59.8,706.82,25.2,6,6,None,Completed,2.1,Low
PRJ01910,Delhi Petroleum & Natural Gas Infra Development Phase-2,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IRCON,Larsen & Toubro Infra,Delhi,876.25,2849.27,225.17,True,2018-07-19,36,80,2021-07-03,2025-02-12,44,True,91.0,52.5,1495.67,100.0,4,4,Price escalation of raw materials,Delayed,100.0,High
PRJ01911,Delhi Roads & Highways Infra Development Phase-3,Roads & Highways,Ministry of Road Transport & Highways,ABC Infrastructure Ltd.,Afcons Infrastructure,Delhi,1035.64,1587.51,53.29,True,2021-10-06,48,52,2025-09-15,2026-01-13,4,True,92.3,46.7,741.18,71.6,8,7,Change in project scope,Delayed,44.9,Medium
PRJ01912,Delhi Rural Infrastructure Infra Development Phase-4,Rural Infrastructure,Ministry of Rural Development,IWAI,Larsen & Toubro Infra,Delhi,1157.85,2796.34,141.51,True,2017-10-30,36,65,2020-10-14,2023-03-03,29,True,87.2,41.3,1154.87,99.7,10,9,Land acquisition delay,Delayed,100.0,High
PRJ01913,Delhi Civil Aviation Infra Development Phase-5,Civil Aviation,Ministry of Civil Aviation,AAI,Ashoka Buildcon,Delhi,596.17,2948.74,394.61,True,2018-08-02,60,79,2023-07-07,2025-01-27,19,True,81.4,35.9,1057.84,100.0,4,3,Funding constraints,Delayed,100.0,High
PRJ01914,Delhi Roads & Highways Infra Development Phase-6,Roads & Highways,Ministry of Road Transport & Highways,IWAI,KNR Constructions,Delhi,2823.76,2957.24,4.73,True,2021-09-02,36,48,2024-08-17,2025-08-12,12,True,78.4,3.0,88.23,3.1,6,5,Monsoon/weather delays,Delayed,17.8,Low
PRJ01915,Delhi Civil Aviation Infra Development Phase-7,Civil Aviation,Ministry of Civil Aviation,HUDCO,Larsen & Toubro Infra,Delhi,2011.47,1290.44,0.0,False,2020-05-11,48,91,2024-04-20,2027-11-01,43,True,55.4,92.0,1186.95,59.0,10,6,Utility shifting delay; Shortage of skilled manpower,Delayed,40.9,Medium
PRJ01916,Delhi Fertilizers Infra Development Phase-8,Fertilizers,Ministry of Chemicals & Fertilizers,ABC Infrastructure Ltd.,Gammon India,Delhi,948.59,1431.98,50.96,True,2017-02-24,48,57,2021-02-03,2021-10-31,9,True,80.0,100.0,1530.57,100.0,8,6,Contractual issues,Delayed,46.2,Medium
PRJ01917,Delhi Railways Infra Development Phase-9,Railways,Ministry of Railways,NMDC,IRB Infrastructure,Delhi,1435.81,2953.9,105.73,True,2017-05-12,48,89,2021-04-21,2024-09-02,41,True,89.0,10.6,313.61,21.8,12,11,Law and order problems,Delayed,100.0,High
PRJ01918,Delhi Roads & Highways Infra Development Phase-10,Roads & Highways,Ministry of Road Transport & Highways,SAIL,GR Infraprojects,Delhi,2479.13,635.58,0.0,False,2021-10-02,60,60,2026-09-06,2026-09-06,0,False,99.2,100.0,1041.18,42.0,10,10,None,Completed,6.4,Low
PRJ01919,Delhi Postal Infrastructure Infra Development Phase-11,Postal Infrastructure,Ministry of Communications,ABC Infrastructure Ltd.,Larsen & Toubro Infra,Delhi,1642.55,2864.21,74.38,True,2019-11-23,48,77,2023-11-02,2026-03-21,29,True,93.1,43.1,1233.09,75.1,12,11,Shortage of skilled manpower; Geological surprises,Delayed,70.7,High
PRJ01920,Delhi Power Infra Development Phase-12,Power,Ministry of Power,NBCC,Larsen & Toubro Infra,Delhi,3385.86,3788.35,11.89,True,2018-01-12,72,91,2023-12-12,2025-07-04,19,True,71.2,27.1,1025.43,30.3,12,9,Contractual issues; Court cases/litigation,Delayed,27.9,Medium
PRJ01921,Delhi Renewable Energy Infra Development Phase-13,Renewable Energy,Ministry of New & Renewable Energy,SAIL,Larsen & Toubro Infra,Delhi,3577.83,1653.54,0.0,False,2017-08-18,24,24,2019-08-08,2019-08-08,0,False,97.5,49.4,817.34,22.8,6,6,None,On Track,5.9,Low
PRJ01922,Delhi Water Resources Infra Development Phase-14,Water Resources,Ministry of Jal Shakti,GAIL,Shapoorji Pallonji Infra,Delhi,950.22,3970.93,317.9,True,2017-11-13,36,66,2020-10-28,2023-04-16,30,True,76.4,19.7,783.82,82.5,10,8,Utility shifting delay; Monsoon/weather delays,Delayed,100.0,High
PRJ01923,Delhi Fertilizers Infra Development Phase-15,Fertilizers,Ministry of Chemicals & Fertilizers,SAIL,Shapoorji Pallonji Infra,Delhi,2906.0,2263.26,0.0,False,2021-04-08,60,60,2026-03-13,2026-03-13,0,False,100.0,16.9,383.53,13.2,6,6,None,Completed,5.7,Low
PRJ01924,Delhi Railways Infra Development Phase-16,Railways,Ministry of Railways,AAI,IRB Infrastructure,Delhi,1508.4,2716.45,80.09,True,2021-10-04,48,99,2025-09-13,2029-11-21,51,True,45.0,22.8,619.18,41.0,6,3,Change in project scope; Forest/environment clearance delay,Delayed,100.0,High
PRJ01925,Delhi Ports & Shipping Infra Development Phase-17,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",AAI,KNR Constructions,Delhi,2598.64,1890.26,0.0,False,2020-10-06,60,72,2025-09-10,2026-09-05,12,True,80.0,100.0,2386.06,91.8,4,3,Rehabilitation & resettlement issues,Delayed,12.3,Low
PRJ01926,Delhi Power Infra Development Phase-18,Power,Ministry of Power,NHPC,Dilip Buildcon Ltd,Delhi,1448.73,1348.79,0.0,False,2018-03-13,60,60,2023-02-15,2023-02-15,0,False,94.0,100.0,1369.66,94.5,4,4,None,On Track,0.0,Low
PRJ01927,Delhi Renewable Energy Infra Development Phase-19,Renewable Energy,Ministry of New & Renewable Energy,Deendayal Port Trust,Larsen & Toubro Infra,Delhi,1104.58,2334.47,111.34,True,2017-02-14,48,75,2021-01-24,2023-04-14,27,True,71.7,35.8,835.52,75.6,8,6,Geological surprises,Delayed,100.0,High
PRJ01928,Tripura Fertilizers Infra Development Phase-1,Fertilizers,Ministry of Chemicals & Fertilizers,IRCON,PNC Infratech,Tripura,964.16,2053.71,113.01,True,2019-09-12,84,124,2026-08-06,2029-11-18,40,True,60.6,27.5,564.18,58.5,8,5,Forest/environment clearance delay,Delayed,100.0,High
PRJ01929,Tripura Healthcare Infrastructure Infra Development Phase-2,Healthcare Infrastructure,Ministry of Health & Family Welfare,BSNL,KNR Constructions,Tripura,1281.38,834.62,0.0,False,2017-07-07,84,92,2024-05-31,2025-01-26,8,True,94.0,53.7,448.47,35.0,4,4,Funding constraints; Contractual issues,Delayed,8.2,Low
PRJ01930,Tripura Roads & Highways Infra Development Phase-3,Roads & Highways,Ministry of Road Transport & Highways,AAI,GR Infraprojects,Tripura,2177.89,1922.53,0.0,False,2020-03-02,48,48,2024-02-10,2024-02-10,0,False,100.0,37.5,721.23,33.1,10,10,None,Completed,2.0,Low
PRJ01931,Tripura Telecommunications Infra Development Phase-4,Telecommunications,Ministry of Communications,ONGC,Gammon India,Tripura,1830.52,700.74,0.0,False,2020-07-12,36,73,2023-06-27,2026-07-11,37,True,90.1,39.9,279.64,15.3,10,9,Contractual issues; Court cases/litigation,Delayed,33.2,Medium
PRJ01932,Tripura Rural Infrastructure Infra Development Phase-5,Rural Infrastructure,Ministry of Rural Development,NTPC,Larsen & Toubro Infra,Tripura,1751.79,1351.66,0.0,False,2020-09-19,60,87,2025-08-24,2027-11-12,27,True,65.0,51.8,700.48,40.0,10,6,Contractual issues,Delayed,26.3,Medium
PRJ01933,Tripura Roads & Highways Infra Development Phase-6,Roads & Highways,Ministry of Road Transport & Highways,IWAI,IRB Infrastructure,Tripura,566.14,2598.92,359.06,True,2021-04-15,60,66,2026-03-20,2026-09-16,6,True,75.8,18.8,488.47,86.3,10,8,Rehabilitation & resettlement issues,Delayed,100.0,High
PRJ01934,Tripura Power Infra Development Phase-7,Power,Ministry of Power,PowerGrid,HCC (Hindustan Construction),Tripura,1562.42,2102.53,34.57,True,2022-03-12,36,79,2025-02-24,2028-09-06,43,True,59.2,23.6,495.86,31.7,4,2,Shortage of skilled manpower,Delayed,65.4,High
PRJ01935,Tripura Renewable Energy Infra Development Phase-8,Renewable Energy,Ministry of New & Renewable Energy,IFFCO,Larsen & Toubro Infra,Tripura,563.39,385.64,0.0,False,2018-07-31,36,36,2021-07-15,2021-07-15,0,False,90.6,100.0,455.96,80.9,6,5,None,On Track,4.2,Low
PRJ01936,Tripura Telecommunications Infra Development Phase-9,Telecommunications,Ministry of Communications,HUDCO,PNC Infratech,Tripura,1303.54,1360.5,4.37,True,2022-11-14,36,83,2025-10-29,2029-09-08,47,True,41.6,36.1,491.38,37.7,8,3,Contractual issues; Law and order problems,Delayed,51.0,High
PRJ01937,Tripura Steel Infra Development Phase-10,Steel,Ministry of Steel,AAI,GR Infraprojects,Tripura,615.68,1833.08,197.73,True,2021-10-31,60,104,2026-10-05,2030-05-17,44,True,41.6,40.3,738.73,100.0,4,2,Shortage of skilled manpower; Change in project scope,Delayed,100.0,High
PRJ01938,Tripura Education Infrastructure Infra Development Phase-11,Education Infrastructure,Ministry of Education,Deendayal Port Trust,GMR Infrastructure,Tripura,564.98,2322.04,311.0,True,2017-11-04,72,101,2023-10-04,2026-02-20,29,True,89.2,31.4,729.87,100.0,6,5,Change in project scope; Price escalation of raw materials,Delayed,100.0,High
PRJ01939,Tripura Roads & Highways Infra Development Phase-12,Roads & Highways,Ministry of Road Transport & Highways,PowerGrid,GMR Infrastructure,Tripura,322.3,192.05,0.0,False,2020-06-21,60,60,2025-05-26,2025-05-26,0,False,85.3,100.0,243.03,75.4,12,10,None,On Track,6.8,Low
PRJ01940,Tripura Ports & Shipping Infra Development Phase-13,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",BSNL,Larsen & Toubro Infra,Tripura,1906.87,364.28,0.0,False,2018-01-21,60,60,2022-12-26,2022-12-26,0,False,96.4,100.0,1578.46,82.8,10,10,None,On Track,0.0,Low
PRJ01941,Tripura Mining Infra Development Phase-14,Mining,Ministry of Mines,GAIL,Simplex Infrastructures,Tripura,701.85,2070.37,194.99,True,2020-04-25,72,113,2026-03-25,2029-08-06,41,True,55.3,21.0,435.53,62.1,6,3,Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01942,Tripura Healthcare Infrastructure Infra Development Phase-15,Healthcare Infrastructure,Ministry of Health & Family Welfare,AAI,Dilip Buildcon Ltd,Tripura,1006.65,1980.63,96.75,True,2020-12-18,36,79,2023-12-03,2027-06-15,43,True,68.2,68.5,1356.81,100.0,4,3,Law and order problems,Delayed,97.9,High
PRJ01943,Tripura Urban Development Infra Development Phase-16,Urban Development,Ministry of Housing & Urban Affairs,NBCC,Larsen & Toubro Infra,Tripura,2473.43,2041.34,0.0,False,2022-04-23,60,103,2027-03-28,2030-10-08,43,True,36.0,41.5,847.09,34.2,8,3,Contractual issues; Forest/environment clearance delay,Delayed,41.0,Medium
PRJ01944,Tripura Healthcare Infrastructure Infra Development Phase-17,Healthcare Infrastructure,Ministry of Health & Family Welfare,BSNL,Larsen & Toubro Infra,Tripura,838.06,579.91,0.0,False,2017-06-12,60,101,2022-05-17,2025-09-28,41,True,88.6,26.0,150.84,18.0,8,7,Price escalation of raw materials; Geological surprises,Delayed,42.0,Medium
PRJ01945,Ladakh Education Infrastructure Infra Development Phase-1,Education Infrastructure,Ministry of Education,IFFCO,Sadbhav Engineering,Ladakh,6032.4,8011.87,32.81,True,2018-06-13,48,61,2022-05-23,2023-06-17,13,True,86.4,60.7,4864.56,80.6,10,9,Utility shifting delay; Law and order problems,Delayed,34.9,Medium
PRJ01946,Ladakh Ports & Shipping Infra Development Phase-2,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",IFFCO,Larsen & Toubro Infra,Ladakh,5939.65,3331.51,0.0,False,2021-08-20,48,48,2025-07-30,2025-07-30,0,False,100.0,95.4,3178.61,53.5,12,12,None,On Track,0.0,Low
PRJ01947,Ladakh Urban Development Infra Development Phase-3,Urban Development,Ministry of Housing & Urban Affairs,NBCC,Gammon India,Ladakh,4237.76,4737.09,11.78,True,2017-06-24,24,31,2019-06-14,2020-01-10,7,True,86.6,51.3,2430.97,57.4,12,10,Shortage of skilled manpower,Delayed,13.1,Low
PRJ01948,Ladakh Postal Infrastructure Infra Development Phase-4,Postal Infrastructure,Ministry of Communications,NHAI,HCC (Hindustan Construction),Ladakh,5836.15,2647.19,0.0,False,2018-09-26,48,48,2022-09-05,2022-09-05,0,False,88.7,49.8,1319.49,22.6,4,4,None,On Track,5.9,Low
PRJ01949,Ladakh Steel Infra Development Phase-5,Steel,Ministry of Steel,SAIL,Ashoka Buildcon,Ladakh,4352.28,6684.6,53.59,True,2018-10-11,60,98,2023-09-15,2026-10-29,38,True,72.7,8.0,534.35,12.3,12,9,Funding constraints; Change in project scope,Delayed,73.4,High
PRJ01950,Ladakh Water Resources Infra Development Phase-6,Water Resources,Ministry of Jal Shakti,State Irrigation Dept,Dilip Buildcon Ltd,Ladakh,10791.37,5087.42,0.0,False,2018-01-18,60,60,2022-12-23,2022-12-23,0,False,96.7,62.3,3169.32,29.4,8,8,None,On Track,0.0,Low
PRJ01951,Ladakh Urban Development Infra Development Phase-7,Urban Development,Ministry of Housing & Urban Affairs,State Irrigation Dept,Reliance Infrastructure,Ladakh,6529.27,2004.39,0.0,False,2022-03-20,72,101,2028-02-17,2030-07-06,29,True,35.3,100.0,7566.47,100.0,4,1,Law and order problems,Delayed,32.5,Medium
PRJ01952,Ladakh Inland Waterways Infra Development Phase-8,Inland Waterways,"Ministry of Ports, Shipping & Waterways",SAIL,Larsen & Toubro Infra,Ladakh,635.54,6684.43,951.77,True,2021-11-10,84,126,2028-10-04,2032-03-17,42,True,38.9,45.4,3031.68,100.0,6,2,Utility shifting delay; Forest/environment clearance delay,Delayed,100.0,High
PRJ01953,Ladakh Mining Infra Development Phase-9,Mining,Ministry of Mines,IRCTC,GR Infraprojects,Ladakh,8391.54,2794.3,0.0,False,2022-06-15,72,72,2028-05-14,2028-05-14,0,False,66.4,100.0,5547.18,66.1,6,4,None,On Track,4.2,Low
PRJ01954,Goa Housing Infra Development Phase-1,Housing,Ministry of Housing & Urban Affairs,NTPC,NCC Limited,Goa,784.49,716.14,0.0,False,2020-02-15,48,48,2024-01-25,2024-01-25,0,False,97.3,75.0,537.09,68.5,10,10,None,On Track,0.6,Low
PRJ01955,Goa Railways Infra Development Phase-2,Railways,Ministry of Railways,NHPC,Ashoka Buildcon,Goa,2301.76,884.61,0.0,False,2018-09-30,72,72,2024-08-29,2024-08-29,0,False,93.3,38.8,343.31,14.9,10,9,None,On Track,7.9,Low
PRJ01956,Goa Civil Aviation Infra Development Phase-3,Civil Aviation,Ministry of Civil Aviation,NMDC,J Kumar Infraprojects,Goa,1525.73,1036.95,0.0,False,2019-05-25,60,60,2024-04-28,2024-04-28,0,False,100.0,100.0,1088.38,71.3,8,8,None,Completed,4.1,Low
PRJ01957,Goa Healthcare Infrastructure Infra Development Phase-4,Healthcare Infrastructure,Ministry of Health & Family Welfare,IRCON,KNR Constructions,Goa,1610.24,1236.37,0.0,False,2021-04-07,48,48,2025-03-17,2025-03-17,0,False,100.0,33.6,415.93,25.8,4,4,None,Completed,11.5,Low
PRJ01958,Goa Irrigation Infra Development Phase-5,Irrigation,Ministry of Jal Shakti,State PWD,Patel Engineering,Goa,917.96,2431.79,164.91,True,2022-04-24,60,94,2027-03-29,2030-01-12,34,True,35.7,13.2,320.94,35.0,6,2,Geological surprises,Delayed,100.0,High
PRJ01959,Goa Roads & Highways Infra Development Phase-6,Roads & Highways,Ministry of Road Transport & Highways,IFFCO,Patel Engineering,Goa,312.12,1971.52,531.65,True,2021-09-29,24,49,2023-09-19,2025-10-08,25,True,94.0,38.1,751.75,100.0,8,8,Law and order problems; Forest/environment clearance delay,Delayed,100.0,High
PRJ01960,Goa Civil Aviation Infra Development Phase-7,Civil Aviation,Ministry of Civil Aviation,RVNL,Afcons Infrastructure,Goa,714.85,1103.09,54.31,True,2020-01-27,84,107,2026-12-21,2028-11-10,23,True,64.9,28.6,315.1,44.1,10,6,Rehabilitation & resettlement issues,Delayed,69.7,High
PRJ01961,Goa Urban Development Infra Development Phase-8,Urban Development,Ministry of Housing & Urban Affairs,State PWD,Megha Engineering (MEIL),Goa,474.19,2607.96,449.98,True,2022-11-20,96,108,2030-10-09,2031-10-04,12,True,27.2,53.1,1385.38,100.0,6,2,Law and order problems; Poor contractor mobilization,Delayed,100.0,High
PRJ01962,Goa Railways Infra Development Phase-9,Railways,Ministry of Railways,RVNL,GR Infraprojects,Goa,2502.87,1840.52,0.0,False,2021-10-22,96,140,2029-09-10,2033-04-22,44,True,29.1,35.4,652.05,26.1,8,2,Law and order problems; Change in project scope,Delayed,48.4,Medium
PRJ01963,Puducherry Irrigation Infra Development Phase-1,Irrigation,Ministry of Jal Shakti,State PWD,HCC (Hindustan Construction),Puducherry,2540.53,256.79,0.0,False,2022-05-27,72,72,2028-04-25,2028-04-25,0,False,61.2,100.0,374.8,14.8,10,6,None,On Track,6.0,Low
PRJ01964,Puducherry Postal Infrastructure Infra Development Phase-2,Postal Infrastructure,Ministry of Communications,ABC Infrastructure Ltd.,Larsen & Toubro Infra,Puducherry,339.04,590.12,74.06,True,2018-10-21,48,78,2022-09-30,2025-03-18,30,True,83.7,42.1,248.58,73.3,10,8,Price escalation of raw materials; Poor contractor mobilization,Delayed,84.0,High
PRJ01965,Puducherry Roads & Highways Infra Development Phase-3,Roads & Highways,Ministry of Road Transport & Highways,NHPC,Shapoorji Pallonji Infra,Puducherry,1314.34,1738.57,32.28,True,2019-03-25,24,48,2021-03-14,2023-03-04,24,True,73.8,46.3,804.91,61.2,4,3,Utility shifting delay,Delayed,49.8,Medium
PRJ01966,Puducherry Rural Infrastructure Infra Development Phase-4,Rural Infrastructure,Ministry of Rural Development,IRCTC,Afcons Infrastructure,Puducherry,751.55,1171.39,55.86,True,2017-02-28,48,83,2021-02-07,2023-12-24,35,True,70.5,36.6,428.86,57.1,6,4,Contractual issues; Shortage of skilled manpower,Delayed,75.7,High
PRJ01967,Puducherry Mining Infra Development Phase-5,Mining,Ministry of Mines,NTPC,Tata Projects,Puducherry,806.05,751.47,0.0,False,2021-07-23,60,60,2026-06-27,2026-06-27,0,False,83.9,79.7,598.71,74.3,8,7,None,On Track,3.7,Low
PRJ01968,Puducherry Telecommunications Infra Development Phase-6,Telecommunications,Ministry of Communications,NHAI,KNR Constructions,Puducherry,1080.81,2011.54,86.11,True,2022-01-20,84,105,2028-12-14,2030-09-05,21,True,43.1,36.4,731.95,67.7,6,3,Change in project scope; Land acquisition delay,Delayed,88.1,High
PRJ01969,Puducherry Renewable Energy Infra Development Phase-7,Renewable Energy,Ministry of New & Renewable Energy,ONGC,Dilip Buildcon Ltd,Puducherry,1150.23,903.1,0.0,False,2021-09-18,84,84,2028-08-12,2028-08-12,0,False,62.6,34.9,314.92,27.4,12,8,None,On Track,7.0,Low
PRJ01970,Puducherry Power Infra Development Phase-8,Power,Ministry of Power,Deendayal Port Trust,Larsen & Toubro Infra,Puducherry,258.67,2623.12,914.08,True,2021-03-27,72,92,2027-02-24,2028-10-16,20,True,57.6,24.9,654.07,100.0,6,3,Geological surprises; Change in project scope,Delayed,100.0,High
PRJ01971,Puducherry Rural Infrastructure Infra Development Phase-9,Rural Infrastructure,Ministry of Rural Development,IWAI,Dilip Buildcon Ltd,Puducherry,581.28,819.5,40.98,True,2017-02-28,36,82,2020-02-13,2023-11-24,46,True,82.9,59.9,491.15,84.5,8,7,Land acquisition delay; Contractual issues,Delayed,65.5,High
PRJ01972,Chandigarh Steel Infra Development Phase-1,Steel,Ministry of Steel,HUDCO,Afcons Infrastructure,Chandigarh,596.74,2224.93,272.85,True,2018-05-26,72,97,2024-04-24,2026-05-14,25,True,81.6,18.8,418.77,70.2,10,8,Poor contractor mobilization; Geological surprises,Delayed,100.0,High
PRJ01973,Chandigarh Irrigation Infra Development Phase-2,Irrigation,Ministry of Jal Shakti,AAI,Ashoka Buildcon,Chandigarh,1905.02,1175.86,0.0,False,2021-10-11,48,88,2025-09-20,2029-01-02,40,True,58.2,54.9,645.77,33.9,12,7,Change in project scope; COVID-19 related disruption,Delayed,40.1,Medium
